GeneID	controlL_rep2	PE60L_rep2	PE60L_rep1	PE200L_rep2	PE600L_rep2	PE600L_rep3	PE60L_rep3	PE200L_rep3	controlL_rep3	PE200L_rep1	PE600L_rep1	controlL_rep1
CQUJHB012590	188	55	232	72	97	30	96	71	112	282	145	193
CQUJHB008496	129	0	76	0	3	4	6	8	0	96	0	12
CQUJHB015617	44	2	8	24	17	7	2	1	0	31	2	14
CQUJHB017009	3865	332	1533	533	685	228	296	507	369	5628	2641	1273
CQUJHB015742	1952	3	1878	12	44	493	70	295	0	7306	1771	198
CQUJHB008145	60	37	54	53	46	80	44	80	23	69	12	120
CQUJHB003606	13	2	4	6	7	4	2	7	9	18	8	4
CQUJHB017021	82	47	85	55	91	74	64	62	15	120	13	146
CQUJHB014523	2050	1259	2154	1174	1113	1082	1987	1334	690	3941	1858	1630
CQUJHB004597	130	0	109	0	2	1	0	10	0	116	2	3
CQUJHB012574	3	4	6	5	2	0	3	2	0	9	0	0
CQUJHB003163	3801	2186	2530	6646	1984	4165	2778	2392	820	5093	2124	3379
CQUJHB003839	136	58	122	67	43	42	64	20	37	151	154	79
CQUJHB017624	32	2	11	1	3	7	15	5	11	13	16	1
CQUJHB009256	196	42	238	16	43	28	63	37	75	373	116	204
CQUJHB014444	1167	346	1021	414	358	395	590	507	326	1447	714	875
CQUJHB009384	1266	398	1960	531	234	2328	411	728	248	1262	462	819
CQUJHB003825	1417	360	657	332	155	496	307	331	62	644	335	348
CQUJHB000809	30	5	16	0	8	0	1	8	0	20	67	3
CQUJHB018144	20	70	112	1	7	15	32	523	66	30	784	2480
CQUJHB000382	1244	1034	1556	35	236	285	621	1321	330	1754	2148	3173
CQUJHB002700	362	204	432	317	128	208	163	177	129	479	289	442
CQUJHB004693	110	30	150	44	57	37	37	28	64	177	172	142
CQUJHB007458	847	256	768	438	275	426	243	385	230	1059	576	923
CQUJHB005156	1530	2118	1905	2646	1200	1873	1735	2055	1094	2083	1816	2498
CQUJHB008151	0	0	0	1	1	0	0	0	1	0	0	0
CQUJHB006621	0	0	0	0	0	0	0	0	0	0	0	0
CQUJHB015870	2870	1057	5228	1620	1404	1695	1396	1327	1122	4345	3710	3919
CQUJHB008468	57	16	62	35	22	24	39	32	17	60	41	72
CQUJHB012205	2	0	5	1	0	1	0	2	5	22	1	7
CQUJHB004095	0	0	0	0	0	0	0	0	0	0	0	0
CQUJHB011348	418	116	504	206	217	183	208	219	118	671	405	460
CQUJHB009888	460	76	458	162	206	109	150	162	59	635	437	362
CQUJHB015920	9898	1001	8479	3532	3768	3105	1445	2762	1509	7353	7130	9698
CQUJHB018401	608	656	1012	686	157	181	43	74	30	598	263	538
CQUJHB001563	47	0	15	0	1	3	0	0	0	2	20	4
CQUJHB001073	27	2	14	0	0	4	5	1	0	19	14	7
CQUJHB016196	0	0	0	0	0	0	0	0	0	0	0	0
CQUJHB001780	92	5	71	13	30	63	29	48	3	139	51	58
CQUJHB007245	1	0	1	1	5	2	2	1	0	1	1	7
CQUJHB010545	0	0	1	5	0	0	0	0	0	0	1	8
CQUJHB002275	1364	373	2805	367	818	428	528	543	731	2509	2861	2275
CQUJHB011449	0	7	9	2	0	5	3	3	8	5	13	11
CQUJHB004548	72	12	61	0	45	46	10	17	21	66	61	72
CQUJHB011012	85	5	62	1	21	59	4	14	12	42	86	49
CQUJHB018219	24178	13485	36859	20133	17019	17395	11787	17660	13844	34750	36006	51120
CQUJHB007028	6678	2817	6669	3362	2634	4715	3071	3730	2097	10969	6609	6792
CQUJHB008074	376	222	574	485	200	270	152	210	127	715	663	385
CQUJHB007168	20	2	24	2	0	11	10	4	0	42	9	15
CQUJHB010970	412	122	612	162	127	159	269	169	112	474	297	474
CQUJHB001669	386	227	1003	131	295	154	174	132	312	1075	768	735
CQUJHB015084	2	0	3	0	0	0	0	1	0	3	2	0
CQUJHB003768	8	0	13	1	2	2	0	2	10	6	1	31
CQUJHB003454	126	52	236	79	81	78	73	68	72	209	184	200
CQUJHB010221	0	0	0	0	0	0	0	0	0	0	0	0
CQUJHB002568	0	0	0	0	0	0	0	0	0	0	0	0
CQUJHB010821	0	0	0	0	0	0	0	0	0	0	0	0
CQUJHB011356	18	15	39	4	8	8	68	6	21	40	41	18
CQUJHB000180	0	0	0	0	0	0	0	0	0	0	0	0
CQUJHB007182	0	0	0	0	0	0	0	0	0	0	0	0
CQUJHB012986	0	0	0	0	0	0	0	0	0	0	0	0
CQUJHB015258	0	0	0	0	0	0	0	0	0	0	0	0
CQUJHB002790	0	0	0	0	0	0	0	0	0	0	0	0
CQUJHB016794	0	0	0	0	0	0	0	0	0	0	0	0
CQUJHB000839	1487	90	1653	257	912	369	1409	366	569	1030	3783	1781
CQUJHB017058	84	13	127	37	36	43	17	25	81	69	121	177
CQUJHB009928	0	0	0	0	0	0	1	0	0	1	0	0
CQUJHB016810	500	191	723	421	195	297	86	285	215	560	645	776
CQUJHB000100	221	89	377	146	117	76	97	131	56	394	229	163
CQUJHB001390	821	227	581	206	325	310	214	282	142	870	355	500
CQUJHB010753	0	0	0	0	0	0	0	0	0	0	0	0
CQUJHB001973	2326	472	2448	781	498	777	509	528	521	2304	1489	1375
CQUJHB013673	0	0	0	1	0	0	0	0	0	0	0	0
CQUJHB009925	0	0	0	0	0	0	0	0	0	0	0	0
CQUJHB008204	3	1	0	0	0	0	0	0	0	1	2	0
CQUJHB004875	1	2	1	10	4	5	6	1	0	0	4	8
CQUJHB009413	290	38	522	81	63	100	63	71	52	641	435	248
CQUJHB013482	2151	217	4231	499	598	544	475	677	413	3810	2890	2204
CQUJHB008308	416	84	507	63	105	100	159	180	142	510	377	373
CQUJHB005784	21	4	9	1	2	10	15	6	0	28	3	1
CQUJHB018111	1	0	7	0	0	12	1	0	0	36	0	5
CQUJHB011319	275	199	271	284	227	230	180	247	149	343	234	388
CQUJHB003677	35	9	21	18	9	5	2	8	0	8	13	15
CQUJHB005417	193	9	35	18	30	14	1	20	19	46	64	13
CQUJHB020367	0	0	0	0	0	0	0	0	0	0	0	0
CQUJHB020288	1	0	0	0	0	0	0	0	0	0	0	0
CQUJHB004830	21131	2163	7430	3797	1967	2611	1034	1960	1695	34608	14619	4395
CQUJHB005549	754	7	152	10	20	37	10	20	10	1102	589	92
CQUJHB005289	300	79	326	110	104	107	78	119	73	375	241	332
CQUJHB012808	40	7	65	6	9	4	6	4	33	39	32	23
CQUJHB017942	4	0	0	0	1	0	6	0	0	2	0	0
CQUJHB005678	0	0	0	0	0	0	0	0	0	0	0	0
CQUJHB010314	0	0	0	0	3	0	0	0	0	1	0	0
CQUJHB011890	109	0	78	0	0	0	4	7	0	71	2	20
CQUJHB007008	47	0	6	4	3	1	3	1	0	4	9	4
CQUJHB008458	68	2	15	12	6	9	2	4	0	7	26	16
CQUJHB001592	3	3	11	16	5	0	0	1	1	6	18	25
CQUJHB000899	0	0	0	0	0	0	0	0	0	0	0	0
CQUJHB015194	10	0	4	0	0	2	0	0	0	21	12	0
CQUJHB008069	0	0	0	0	0	0	0	0	0	2	0	0
CQUJHB003883	485	353	672	479	256	221	268	368	305	704	708	708
CQUJHB001116	285	84	410	112	84	44	287	104	142	416	301	465
CQUJHB009515	179	2	302	4	6	10	19	8	0	154	4	24
CQUJHB000011	184	171	292	256	184	121	122	167	101	321	335	363
CQUJHB001861	72	20	96	22	26	32	16	24	8	56	38	90
CQUJHB010106	743	166	1567	520	260	194	252	183	292	1358	1109	1035
CQUJHB016324	87	49	57	28	36	14	22	12	22	52	79	79
CQUJHB004358	8	1	12	1	0	9	1	1	0	7	5	24
CQUJHB000888	1209	217	1118	207	253	502	327	374	254	1526	1133	1261
CQUJHB000016	1685	40	1051	8	743	150	1738	687	69	773	3599	2538
CQUJHB003887	80	0	53	0	1	0	1	5	0	40	12	54
CQUJHB013751	4026	370	643	500	222	306	164	340	325	10197	3111	274
CQUJHB008948	336	185	976	343	237	219	225	207	293	764	595	464
CQUJHB020334	0	0	0	0	0	0	0	0	0	0	0	0
CQUJHB011873	232	115	331	222	103	219	126	167	52	249	264	237
CQUJHB005323	1	0	3	9	1	0	1	0	0	1	0	0
CQUJHB015364	673	202	1087	384	334	313	224	282	388	1038	895	984
CQUJHB008615	1408	211	6433	561	302	858	416	345	143	5504	1741	2148
CQUJHB014085	137	44	237	136	106	98	73	133	110	213	199	260
CQUJHB010961	147	75	272	123	81	49	41	73	123	212	232	247
CQUJHB009700	254	294	340	280	205	129	184	191	165	388	415	502
CQUJHB015430	146	330	72	478	165	240	223	299	82	29	31	113
CQUJHB000298	121	24	153	51	54	68	33	48	41	202	126	160
CQUJHB016293	4122	2680	4626	7113	2227	2127	1807	3430	1134	4927	4781	5663
CQUJHB014643	204	0	243	0	0	7	0	9	17	174	10	108
CQUJHB011905	1575	496	2520	1082	1067	597	457	720	528	2826	2040	2139
CQUJHB006721	19	17	30	12	13	3	1	13	44	2	50	69
CQUJHB014135	911	269	2750	641	835	320	302	373	199	2371	1358	701
CQUJHB007019	34	3	46	14	5	2	10	17	0	49	26	16
CQUJHB004263	5849	3120	5989	5291	2166	7224	1007	4508	1893	4697	2760	7565
CQUJHB006208	5665	1187	9859	4322	3462	2917	1760	2265	1689	7411	6036	7797
CQUJHB001292	72	10	106	14	3	27	24	15	18	166	49	44
CQUJHB009067	7	2	1	0	1	0	0	1	0	3	0	5
CQUJHB012799	0	0	0	0	0	0	0	2	0	0	0	0
CQUJHB011998	354	1	10	0	1	5	0	0	0	168	23	0
CQUJHB016053	0	0	2	0	0	0	0	4	14	0	4	3
CQUJHB011586	494	232	385	262	131	872	137	235	131	339	228	543
CQUJHB018031	0	5	2	3	0	0	4	6	0	2	0	0
CQUJHB006778	216	50	480	115	93	57	76	85	189	368	237	435
CQUJHB009724	14	0	27	0	0	1	0	3	0	10	20	0
CQUJHB008556	1	4	5	0	3	2	1	1	0	3	4	8
CQUJHB001474	0	2	1	0	2	0	0	0	0	0	6	5
CQUJHB017756	0	0	0	0	0	0	0	0	0	0	0	0
CQUJHB001258	78	13	38	34	72	37	41	16	42	10	109	120
CQUJHB012045	3705	1201	4378	587	539	3547	1249	1483	676	4179	2116	3574
CQUJHB017597	0	0	0	0	0	0	0	0	0	0	0	0
CQUJHB013313	1	0	0	0	0	0	0	0	0	1	0	0
CQUJHB016222	163	55	191	56	77	66	98	60	89	227	199	209
CQUJHB011241	6262	1861	6328	1535	3256	1675	1694	3154	1750	7305	4761	5965
CQUJHB003395	2840	2041	2502	3328	1679	1680	1024	2000	1070	2098	1677	2126
CQUJHB004656	601	274	606	363	235	347	446	325	104	688	310	562
CQUJHB017732	467	145	766	184	134	348	371	160	124	659	385	359
CQUJHB000914	11	10	19	32	19	4	3	1	69	4	1	10
CQUJHB006671	34526	50673	33644	42580	37280	29845	28184	48133	34497	41639	41701	64378
CQUJHB014133	3	0	3	0	3	0	3	0	0	2	4	2
CQUJHB016504	261	37	235	40	68	71	90	62	15	392	84	149
CQUJHB006117	1164	530	2069	538	1029	338	712	601	661	2746	1649	1993
CQUJHB011267	118	39	117	33	67	57	156	61	10	187	69	89
CQUJHB006747	5	4	3	0	1	0	0	0	0	2	3	4
CQUJHB013810	166	36	214	36	67	59	85	55	42	284	156	200
CQUJHB016967	2401	135	1041	66	464	110	163	307	121	2651	866	664
CQUJHB014024	93	0	95	0	0	6	2	1	0	66	2	0
CQUJHB012748	573	138	1140	317	446	140	310	211	454	767	850	997
CQUJHB000884	4687	235	4889	195	357	479	1036	478	300	11939	5604	1587
CQUJHB000664	9123	203	14401	35	1335	775	4488	1675	413	14572	13084	4216
CQUJHB001609	3	0	2	0	1	0	1	0	0	1	0	0
CQUJHB012380	30	17	31	10	23	15	25	23	3	58	23	51
CQUJHB014058	13589	512	22105	1904	1037	2463	1500	1425	212	18259	13161	11377
CQUJHB011504	309	196	329	131	155	151	324	266	99	453	242	359
CQUJHB012744	729	174	1033	189	212	280	346	251	158	1240	658	672
CQUJHB004697	188	93	416	101	110	52	129	98	102	296	250	299
CQUJHB016170	38	2	26	0	4	3	19	3	0	74	12	29
CQUJHB014000	102	26	112	15	17	19	40	14	13	132	96	145
CQUJHB015737	0	0	1	0	0	0	0	1	0	0	0	0
CQUJHB015515	0	0	2	0	0	0	0	0	0	0	0	0
CQUJHB001062	60	64	95	829	70	76	31	55	13	83	51	55
CQUJHB017782	27913	27	17757	33	2867	3208	8090	19389	156	8696	5226	36260
CQUJHB012659	6	0	5	0	0	0	2	2	0	12	5	30
CQUJHB006105	1	0	0	0	0	0	0	3	0	0	0	0
CQUJHB009832	2130	2738	1802	2046	1327	1849	1246	2715	1612	2093	2302	4139
CQUJHB009323	1372	325	1974	728	467	540	412	464	394	2006	1416	1556
CQUJHB016438	26	0	13	2	4	2	7	4	10	12	49	26
CQUJHB010034	61	2	10	0	192	0	58	158	14	0	105	206
CQUJHB012166	2	0	1	2	7	0	0	1	11	1	4	0
CQUJHB007968	2	0	3	0	1	0	0	3	0	0	0	0
CQUJHB017420	3	0	1	0	0	0	6	6	0	5	2	1
CQUJHB010682	417	0	309	0	21	9	87	197	8	648	377	600
CQUJHB010102	0	0	3	0	0	0	0	0	0	0	0	0
CQUJHB000795	0	0	0	0	0	0	0	0	0	0	0	0
CQUJHB008807	0	3	1	0	0	0	1	0	0	0	1	1
CQUJHB015675	1	0	1	0	0	0	0	0	0	2	3	0
CQUJHB002190	1161	99	1457	248	118	1093	266	155	80	2643	710	474
CQUJHB001185	1	0	0	0	0	0	1	0	0	3	0	0
CQUJHB015594	947	373	752	409	244	1188	419	532	209	1669	645	645
CQUJHB000926	3	4	3	1	0	0	0	1	0	2	1	0
CQUJHB017760	100	2	64	11	2	2	10	13	26	558	79	151
CQUJHB003080	1118	210	863	401	279	347	320	300	294	1957	1076	578
CQUJHB018239	274	221	313	169	256	166	240	276	205	357	324	485
CQUJHB002451	583	285	796	224	346	315	315	371	332	970	839	790
CQUJHB003674	571	71	645	92	117	188	117	71	107	1018	535	562
CQUJHB013532	502	98	442	133	140	131	91	126	171	654	443	423
CQUJHB007494	7	0	0	2	0	2	0	1	0	1	2	6
CQUJHB012719	2944	416	2275	553	830	391	213	589	787	5740	2734	2121
CQUJHB010900	49	3	34	7	2	1	22	1	0	42	8	14
CQUJHB017800	2175	251	3264	603	896	498	464	508	269	4224	2885	1240
CQUJHB012846	2369	675	4084	1089	1469	815	775	1027	1239	3551	2437	3460
CQUJHB006585	104	86	241	99	102	52	47	85	60	196	129	176
CQUJHB000942	202	102	307	105	139	80	113	114	111	367	203	220
CQUJHB007010	54	0	72	0	5	11	12	22	80	20	27	209
CQUJHB012261	881	287	1198	692	344	660	238	496	406	1020	895	1177
CQUJHB007271	626	129	796	279	290	221	333	271	277	911	728	794
CQUJHB004168	7403	4176	12782	8260	8811	2728	2224	5086	4518	7942	7872	10605
CQUJHB000375	1864	625	2486	1000	808	1017	976	783	620	2555	2067	2218
CQUJHB000886	1241	760	1564	1753	767	896	523	924	650	1628	1072	1355
CQUJHB011076	318	107	507	210	130	88	130	172	181	466	489	676
CQUJHB018258	997	191	1951	206	327	205	124	165	1176	1046	1412	4414
CQUJHB000881	109	3	68	15	9	16	46	4	8	124	60	41
CQUJHB016265	19	6	58	1	50	6	4	12	55	41	54	85
CQUJHB013832	472	151	619	186	243	158	194	211	166	653	507	579
CQUJHB006750	557	205	812	278	200	299	294	242	230	810	571	633
CQUJHB006185	130	29	79	24	123	9	64	136	74	35	206	287
CQUJHB001685	2683	29	11255	90	310	1316	557	1721	10	4633	1156	5999
CQUJHB007575	3385	735	2239	1456	1144	477	575	377	854	6081	3828	3013
CQUJHB013752	6	0	5	0	0	0	2	3	0	13	0	0
CQUJHB002234	2	0	2	0	1	0	1	0	0	1	0	0
CQUJHB015808	2101	843	1789	945	880	1027	1015	1353	628	2594	1728	1877
CQUJHB015193	188	53	217	25	34	40	25	35	64	330	219	145
CQUJHB011720	138	62	160	99	80	38	25	74	50	166	240	202
CQUJHB013583	106	25	200	22	55	14	13	39	73	107	130	236
CQUJHB017572	0	0	0	0	0	0	0	0	0	0	0	0
CQUJHB007455	22	0	15	0	1	1	0	1	6	28	14	15
CQUJHB003345	0	0	2	0	0	0	0	1	3	0	0	0
CQUJHB012303	0	0	0	0	0	0	0	0	0	0	0	0
CQUJHB008649	31	18	29	20	2	8	0	50	4	10	6	28
CQUJHB009846	0	0	0	0	2	0	0	0	0	0	0	0
CQUJHB009526	25	0	35	9	3	7	6	5	5	54	18	67
CQUJHB000510	3894	1503	4350	2566	1770	2280	1340	1990	1311	4700	3889	4819
CQUJHB002359	0	0	0	0	0	0	0	0	0	0	0	0
CQUJHB006818	397	65	462	171	119	178	37	148	16	23	47	221
CQUJHB001844	428	132	621	144	187	125	113	177	355	454	334	688
CQUJHB010378	149	18	318	17	13	17	75	41	38	307	193	307
CQUJHB013770	168	14	374	3	39	38	82	76	34	197	269	361
CQUJHB003748	0	0	0	0	0	0	0	0	0	0	0	0
CQUJHB002122	0	0	0	0	0	0	0	0	0	0	0	0
CQUJHB016300	83	39	101	43	59	15	48	60	42	135	64	51
CQUJHB000947	413	163	348	256	281	143	128	245	133	451	264	309
CQUJHB007550	330	65	374	96	94	179	102	118	90	463	178	399
CQUJHB017567	265	113	357	138	126	142	210	138	51	498	266	289
CQUJHB011121	3185	1418	5204	1653	2016	1323	2999	2149	1000	4314	3324	4261
CQUJHB006605	358	145	317	162	172	220	252	239	41	421	295	458
CQUJHB018293	1424	453	1221	602	445	519	588	502	196	1551	808	1170
CQUJHB005506	26	4	25	2	10	0	24	7	0	31	4	12
CQUJHB016534	390	148	302	81	207	137	144	184	54	300	184	873
CQUJHB006931	1019	1305	1638	1524	1408	681	290	611	2708	545	1634	2280
CQUJHB017773	0	6	0	1	0	0	0	0	0	0	0	0
CQUJHB010621	75	204	45	208	172	38	16	40	16	133	50	864
CQUJHB017839	0	0	3	6	4	0	7	1	0	3	0	0
CQUJHB009662	13	11	10	14	11	4	9	3	0	15	22	34
CQUJHB005211	938	1321	1379	1298	1190	713	376	685	401	1314	1073	2909
CQUJHB013242	2402	4464	2167	1950	2590	1479	3474	4586	1868	1466	3511	6490
CQUJHB003692	68	343	146	326	90	161	132	217	107	64	125	288
CQUJHB010421	3514	2905	4941	3572	3999	1623	868	2617	2244	2619	3528	8048
CQUJHB005720	961	509	324	831	1123	197	388	515	19	75	29	1376
CQUJHB003438	3	0	3	0	0	0	0	0	0	2	1	0
CQUJHB010287	352	489	631	1751	845	393	24	224	121	30	5	90
CQUJHB015525	17	77	44	64	6	276	8	123	74	0	35	196
CQUJHB014467	2337	5896	357	2059	499	3788	5095	5820	285	27	187	2996
CQUJHB016352	7023	20119	3783	21351	2356	21251	18086	27600	2304	221	1619	12590
CQUJHB000697	1785	118	1505	200	333	262	231	111	201	3215	1002	747
CQUJHB013907	0	0	2	0	1	2	5	0	0	3	0	8
CQUJHB007147	0	0	0	0	0	0	0	0	0	0	0	0
CQUJHB018018	6	2	0	0	0	0	2	0	0	0	5	4
CQUJHB005620	20	13	47	23	26	9	18	15	37	57	39	71
CQUJHB008861	2592	364	2030	675	593	779	703	427	422	4023	1653	1397
CQUJHB004891	1202	0	942	0	7	54	12	35	22	846	95	575
CQUJHB016105	815	950	1232	571	1045	545	875	884	667	1688	1543	1894
CQUJHB011523	55	32	93	26	26	17	67	36	45	89	55	66
CQUJHB001259	1	0	2	0	0	0	3	2	0	3	9	19
CQUJHB002136	82	49	73	55	47	56	67	49	0	69	49	123
CQUJHB001202	92	16	151	73	35	76	95	45	34	202	119	151
CQUJHB013852	109	59	118	35	43	27	86	44	0	139	88	187
CQUJHB008033	59	39	78	15	55	20	69	60	30	157	90	113
CQUJHB014083	128	58	149	32	56	32	54	61	33	188	91	140
CQUJHB017891	3	0	1	0	2	0	0	0	0	0	3	0
CQUJHB009298	61	31	116	31	52	17	38	41	36	136	124	151
CQUJHB017955	59	32	69	16	25	26	51	29	0	110	64	99
CQUJHB000420	898	218	602	211	414	562	388	453	120	1129	559	666
CQUJHB012173	367	363	334	256	242	210	210	291	152	513	343	356
CQUJHB012737	398	102	411	75	117	124	198	137	63	632	286	350
CQUJHB014170	2507	438	2352	466	674	739	920	652	398	3248	2003	2108
CQUJHB014079	617	70	1081	83	140	127	116	138	89	1058	314	452
CQUJHB015837	437	118	811	75	142	180	555	201	53	574	502	536
CQUJHB002804	0	0	0	0	0	0	0	0	0	0	0	0
CQUJHB005841	1019	428	857	508	536	369	399	731	387	919	782	1250
CQUJHB007960	1	0	0	0	0	0	0	0	0	0	0	0
CQUJHB007599	1118	276	1846	331	346	526	588	367	259	1700	1000	1445
CQUJHB008926	261	71	447	88	94	100	120	113	84	441	334	415
CQUJHB004787	1	0	3	0	1	0	0	0	11	3	8	0
CQUJHB017909	1769	568	2322	952	618	796	848	670	651	2349	1795	1998
CQUJHB011450	50797	70674	49643	55984	57767	43008	54745	66398	47839	64430	55475	87183
CQUJHB014206	13	18	33	16	34	10	0	15	32	20	40	32
CQUJHB005956	123	125	120	130	107	60	64	97	78	200	155	223
CQUJHB007082	1509	376	376	816	308	351	242	456	118	2332	1586	578
CQUJHB011280	2249	596	3432	922	1121	640	1059	756	1140	3387	2499	2614
CQUJHB015840	218	36	277	62	71	76	53	89	83	99	76	137
CQUJHB008314	2	0	4	0	0	1	1	2	0	19	0	0
CQUJHB007126	3	7	1	0	0	0	0	5	0	4	1	0
CQUJHB005233	0	0	0	0	0	0	0	0	0	0	0	0
CQUJHB007970	0	0	0	0	0	0	0	0	0	0	0	0
CQUJHB014111	0	0	0	0	0	0	0	0	0	0	0	0
CQUJHB012204	0	0	0	0	0	0	0	0	0	0	0	0
CQUJHB017082	0	0	0	0	0	0	0	0	0	0	0	0
CQUJHB006046	0	0	0	0	0	0	0	0	0	0	0	0
CQUJHB000082	0	0	0	0	0	0	0	0	0	0	0	0
CQUJHB008027	0	0	0	0	0	0	0	0	0	0	0	0
CQUJHB015495	0	0	0	0	0	0	0	0	0	0	0	0
CQUJHB008736	0	0	0	0	0	0	0	0	0	0	0	0
CQUJHB004591	0	0	0	0	0	0	0	0	0	0	0	0
CQUJHB014598	0	0	0	0	0	0	0	0	0	0	0	0
CQUJHB015390	0	0	0	0	0	0	0	0	0	0	0	0
CQUJHB008880	0	0	0	0	0	0	0	0	0	0	0	0
CQUJHB006551	0	0	0	0	0	0	0	0	0	0	0	0
CQUJHB003218	0	0	0	0	0	0	0	0	0	0	0	0
CQUJHB005744	0	0	0	0	0	0	0	0	0	0	0	0
CQUJHB016155	94	7	96	31	14	14	103	9	15	64	54	145
CQUJHB005351	437	90	486	130	197	161	185	170	210	529	346	317
CQUJHB014989	93	3	84	3	2	4	3	1	2	23	7	19
CQUJHB000517	5	0	13	4	1	3	3	1	5	2	2	5
CQUJHB013809	1226	447	1528	408	516	985	719	516	253	2350	1096	1421
CQUJHB013336	0	0	0	0	0	0	0	0	0	0	0	0
CQUJHB012691	20	2	25	3	6	3	25	2	0	44	21	26
CQUJHB016476	65	9	40	6	10	6	21	7	7	57	32	62
CQUJHB000017	9	0	4	8	0	3	2	2	0	11	7	0
CQUJHB008946	0	0	1	0	0	0	0	0	0	1	0	0
CQUJHB010732	2290	14	178	93	78	126	74	69	18	1832	237	187
CQUJHB007530	243	94	150	106	131	126	158	122	33	196	119	265
CQUJHB004773	1661	1	45	35	16	14	3	13	8	46	16	25
CQUJHB018035	1857	52	230	54	67	49	83	74	23	735	287	287
CQUJHB010556	27	134	34	78	82	64	25	40	6	49	21	32
CQUJHB009586	17	0	9	0	7	4	6	1	0	24	2	5
CQUJHB016639	107	0	56	0	10	45	14	73	0	63	9	88
CQUJHB017338	84	0	84	0	0	1	0	2	0	83	0	4
CQUJHB015489	153	80	343	227	134	114	98	114	128	304	145	298
CQUJHB016118	60	13	94	14	27	24	19	15	45	89	49	119
CQUJHB013353	167	51	298	62	81	67	98	62	34	331	212	262
CQUJHB000108	97	15	78	11	13	19	30	3	32	116	52	51
CQUJHB011860	0	0	0	0	0	0	0	0	0	0	0	0
CQUJHB004763	805	549	953	455	544	344	425	578	457	1392	939	1158
CQUJHB002259	0	0	0	0	0	0	0	0	0	0	0	0
CQUJHB005265	306	174	565	87	195	90	263	121	114	549	389	488
CQUJHB016104	46	14	12	16	12	14	10	11	0	34	7	48
CQUJHB004403	0	0	1	0	0	0	0	1	0	1	4	0
CQUJHB009022	11	0	9	1	3	0	4	0	0	7	6	13
CQUJHB013300	212	101	273	113	108	118	201	120	63	285	195	179
CQUJHB009742	3	0	1	0	0	0	0	0	0	0	0	0
CQUJHB016957	10	19	21	19	4	8	18	10	6	23	23	41
CQUJHB017691	0	0	0	0	1	0	0	0	0	0	0	2
CQUJHB007767	0	0	0	0	0	0	0	0	0	0	0	0
CQUJHB001667	25	28	9	66	11	17	12	15	30	3	1	23
CQUJHB003219	1	0	0	0	0	0	2	2	1	0	0	0
CQUJHB005635	2	0	0	1	0	0	0	0	0	2	0	3
CQUJHB009356	0	0	0	0	0	0	0	0	0	0	0	0
CQUJHB008618	872	287	1056	495	512	358	294	509	329	1090	575	1167
CQUJHB010572	7581	1697	7739	1765	2248	4057	2855	3219	945	10509	6178	6665
CQUJHB013257	16	0	2	0	3	0	0	0	0	24	3	0
CQUJHB012829	85	11	64	14	20	18	62	10	13	97	23	30
CQUJHB010520	119	44	191	51	54	50	35	56	89	159	190	241
CQUJHB011986	192	7	156	14	10	2	49	9	0	108	4	45
CQUJHB013698	94	25	144	52	66	31	104	31	53	209	163	103
CQUJHB008178	26	1	15	3	6	3	53	4	9	27	8	9
CQUJHB012351	375	1459	754	1801	865	754	400	816	425	340	705	1636
CQUJHB014735	1540	518	2103	352	743	261	622	566	726	2001	1577	1914
CQUJHB000399	299	84	504	144	118	111	143	107	61	507	277	360
CQUJHB017344	188	60	218	49	90	56	51	51	44	277	120	175
CQUJHB007979	50847	68809	51599	57249	53241	37618	43462	57044	37203	62936	61270	97843
CQUJHB006889	3990	1239	4202	2086	1861	1615	2004	2069	975	3661	2771	5117
CQUJHB000289	154	118	251	128	134	66	114	159	188	294	223	333
CQUJHB008673	831	276	1344	409	473	305	298	432	406	1307	970	1238
CQUJHB006358	0	0	0	0	0	0	0	0	0	0	2	0
CQUJHB011942	259	409	445	310	326	267	292	420	307	345	338	529
CQUJHB015094	583	132	833	281	202	226	150	217	175	863	495	551
CQUJHB014249	193	30	465	155	135	146	76	105	99	485	253	218
CQUJHB003082	155	106	146	84	147	75	121	146	118	193	128	200
CQUJHB005295	196	53	398	97	82	76	72	65	140	339	309	364
CQUJHB006649	5000	6438	4962	5897	7079	2536	4127	5696	4443	3373	6409	10530
CQUJHB009737	62	49	63	29	40	23	41	53	20	95	59	60
CQUJHB003453	37	9	51	14	30	9	16	8	9	56	37	51
CQUJHB003706	323	369	368	571	233	325	396	471	157	424	277	410
CQUJHB014622	472	235	604	146	388	125	187	237	290	803	563	756
CQUJHB000742	96	1	81	0	2	3	16	5	0	73	2	2
CQUJHB008626	676	429	768	326	542	285	386	433	278	874	793	923
CQUJHB009029	536	82	632	282	176	232	162	183	119	737	354	504
CQUJHB008670	561	205	471	298	197	431	262	361	102	616	286	472
CQUJHB011479	517	272	826	309	340	185	227	332	239	887	728	775
CQUJHB015046	3475	1339	2551	1259	1736	1395	1284	1863	1195	3923	2040	4066
CQUJHB011833	25	29	63	15	25	12	22	0	2	35	40	11
CQUJHB015948	0	0	0	0	0	0	0	0	0	0	0	0
CQUJHB014691	94	29	114	22	36	21	51	33	29	101	67	119
CQUJHB017319	1	16	5	9	8	7	1	6	0	5	10	28
CQUJHB004569	2	0	0	0	0	0	0	0	0	1	0	0
CQUJHB009248	1882	280	1072	1271	1393	1799	326	391	84	705	248	981
