GeneID	controlF_rep2	PE60F_rep2	PE60F_rep1	PE200F_rep2	PE600F_rep2	PE600F_rep3	PE60F_rep3	PE200F_rep3	controlF_rep3	PE200F_rep1	PE600F_rep1	controlF_rep1
CQUJHB006952	232	150	300	246	158	229	306	337	254	218	235	311
CQUJHB015259	0	0	0	0	0	0	0	0	4	0	0	4
CQUJHB003632	0	0	0	0	0	0	0	0	0	0	0	0
CQUJHB001910	9	14	39	14	10	0	14	11	13	15	36	7
CQUJHB002029	0	0	0	0	0	0	0	0	0	0	0	0
CQUJHB012538	2	6	5	2	4	0	4	0	2	11	1	1
CQUJHB000587	177	112	57	149	87	151	202	93	73	146	219	151
CQUJHB004178	48	28	19	36	30	30	35	8	14	32	28	67
CQUJHB005489	20	0	4	12	0	0	0	1	0	0	19	0
CQUJHB014734	12	34	17	21	0	12	12	7	0	9	44	33
CQUJHB017522	18	39	12	3	18	41	4	8	13	15	26	37
CQUJHB015544	0	9	0	0	0	0	0	0	0	0	0	1
CQUJHB006157	0	0	0	0	0	0	0	0	0	0	0	0
CQUJHB016059	868	555	79	200	165	79	232	177	115	277	1025	544
CQUJHB017653	2432	3133	380	3652	2247	1825	2086	235	309	921	540	845
CQUJHB004827	0	0	0	0	0	0	0	0	0	0	0	0
CQUJHB014089	0	0	0	0	0	0	0	0	0	0	0	0
CQUJHB013098	0	0	0	0	0	0	0	0	0	0	0	0
CQUJHB014955	6	0	0	3	7	0	1	0	1	0	15	0
CQUJHB016318	0	0	0	0	0	7	0	0	0	0	0	0
CQUJHB009935	0	0	0	0	0	0	0	0	0	0	0	0
CQUJHB008222	563	383	84	651	175	411	270	5	42	127	96	90
CQUJHB002961	6	0	2	1	0	0	0	0	0	5	0	16
CQUJHB006272	59	6	13	20	70	37	32	0	22	8	28	18
CQUJHB007932	116	224	71	187	167	73	131	32	38	98	270	122
CQUJHB016466	25	55	29	26	16	22	22	2	19	13	72	46
CQUJHB010964	7	0	0	0	0	0	0	0	3	0	0	3
CQUJHB003574	0	0	0	0	0	0	0	0	0	0	0	0
CQUJHB016289	0	0	0	0	0	0	0	0	0	0	0	0
CQUJHB015883	0	0	0	0	0	0	0	0	0	0	0	0
CQUJHB010255	0	0	0	0	0	0	0	0	0	0	0	0
CQUJHB012007	0	0	0	3	0	0	0	2	0	0	0	0
CQUJHB016127	1	0	0	1	7	1	0	2	0	5	0	19
CQUJHB010257	12	16	11	16	27	7	13	0	2	0	0	0
CQUJHB014357	9	0	0	0	1	0	0	0	0	3	0	0
CQUJHB016678	17	35	11	43	52	27	11	6	11	33	0	12
CQUJHB018466	3	20	5	13	29	12	11	0	3	10	1	11
CQUJHB007286	14	26	14	21	19	62	19	1	4	18	17	19
CQUJHB002087	171	370	82	274	254	283	262	16	34	202	65	502
CQUJHB001423	512	752	345	813	625	609	369	11	157	410	152	577
CQUJHB017595	53	178	66	161	76	72	82	1	6	85	64	53
CQUJHB006743	73	31	11	23	17	34	25	0	12	19	10	55
CQUJHB006390	134	58	26	72	66	60	80	17	37	24	61	87
CQUJHB012431	10	0	2	0	0	0	0	0	0	4	2	0
CQUJHB012991	147	232	87	182	154	153	97	25	50	143	127	202
CQUJHB004676	11	0	4	26	0	15	8	0	7	9	22	29
CQUJHB007085	0	0	3	0	0	13	0	2	1	0	0	0
CQUJHB017740	0	0	0	0	0	0	0	0	0	0	0	0
CQUJHB003457	496	518	203	658	640	557	583	99	227	358	429	367
CQUJHB017012	251	264	69	182	146	135	137	73	49	139	214	173
CQUJHB006111	0	0	0	0	0	0	1	0	0	0	4	0
CQUJHB006387	0	0	0	1	0	9	0	0	0	4	0	10
CQUJHB011852	3	0	5	3	0	0	15	1	3	8	1	11
CQUJHB008911	0	0	0	1	0	0	0	0	0	0	0	0
CQUJHB008719	0	0	0	0	0	0	0	0	0	0	0	0
CQUJHB009800	2	10	0	10	12	22	0	0	0	6	2	0
CQUJHB013902	65	246	93	180	172	144	84	10	34	83	106	129
CQUJHB015814	41	130	17	40	62	31	38	10	13	155	65	53
CQUJHB004165	318	751	161	561	311	332	335	79	103	397	486	324
CQUJHB003107	5	0	0	0	0	4	4	0	0	0	2	3
CQUJHB013987	182	1005	235	734	634	478	285	28	273	712	287	429
CQUJHB011131	36	150	24	112	50	79	45	5	20	68	6	39
CQUJHB002638	9	0	0	0	0	0	0	0	0	0	0	0
CQUJHB020425	0	0	0	0	5	0	0	0	0	0	0	0
CQUJHB020292	0	0	0	0	0	0	0	0	0	0	0	0
CQUJHB005468	0	0	0	0	0	0	0	0	0	0	0	1
CQUJHB001249	0	0	0	0	0	0	0	0	0	0	0	0
CQUJHB001776	7	0	8	4	5	2	7	0	3	0	3	4
CQUJHB005250	169	334	61	119	79	87	84	53	46	200	224	202
CQUJHB012267	0	0	2	23	4	4	0	0	0	6	0	2
CQUJHB014554	2206	2513	1810	2785	3601	2644	2501	742	1041	1540	1231	1851
CQUJHB012655	9	98	12	36	15	14	7	4	3	117	73	791
CQUJHB005754	1	0	0	0	0	11	0	0	0	0	0	12
CQUJHB016452	184	227	53	175	119	179	107	1	47	87	19	109
CQUJHB000131	25	30	8	3	11	0	0	1	1	0	22	15
CQUJHB018335	72	127	18	61	46	31	48	3	13	8	80	45
CQUJHB014954	51	37	28	49	67	46	6	7	16	1	74	31
CQUJHB015447	75	57	16	45	31	28	30	11	23	9	37	59
CQUJHB008898	7	0	3	3	8	9	13	0	4	11	0	5
CQUJHB000826	336	511	128	316	347	250	236	76	83	176	473	313
CQUJHB014038	110	93	21	80	53	48	39	3	17	29	76	107
CQUJHB010476	255	228	87	267	189	275	161	56	82	131	177	119
CQUJHB000959	561	516	73	335	136	256	187	119	82	170	283	66
CQUJHB005039	332	198	81	227	208	368	252	2	86	16	23	197
CQUJHB012253	362	91	47	179	126	285	125	30	40	56	120	195
CQUJHB017048	388	238	32	269	88	278	217	0	62	54	11	44
CQUJHB014560	33	6	9	72	21	60	16	9	4	16	32	67
CQUJHB014701	931	2021	478	1111	1152	828	943	178	178	548	811	2313
CQUJHB005611	10	0	0	9	8	21	16	0	2	16	0	2
CQUJHB015379	180	94	17	49	79	47	17	4	1	18	84	70
CQUJHB010883	810	2591	480	1636	1185	616	933	576	627	687	1061	1109
CQUJHB003519	112	623	133	313	350	343	173	17	88	136	77	216
CQUJHB013863	1	7	0	3	0	0	0	1	0	0	10	1
CQUJHB009503	28	89	20	62	30	15	14	19	4	46	247	60
CQUJHB006337	0	0	0	0	0	0	0	0	0	0	0	0
CQUJHB010584	2	6	10	5	0	3	4	0	3	0	24	5
CQUJHB016359	0	0	0	0	4	0	0	0	0	0	1	0
CQUJHB004365	0	0	0	0	0	0	0	0	0	0	4	0
CQUJHB013086	29	35	25	13	1	4	16	5	2	28	53	47
CQUJHB017236	138	388	82	116	140	55	140	69	25	196	150	268
CQUJHB000258	214	121	54	48	57	64	116	38	31	113	168	153
CQUJHB001881	0	0	0	0	0	0	0	0	0	0	0	0
CQUJHB015055	0	0	0	0	3	0	0	0	0	2	7	0
CQUJHB004333	0	0	0	0	0	0	0	0	0	0	0	0
CQUJHB002320	0	0	0	0	0	0	5	0	0	0	6	0
CQUJHB015283	0	0	0	0	0	1	0	0	0	0	0	0
CQUJHB005788	5	6	2	15	25	13	14	0	2	3	0	15
CQUJHB014564	933	735	179	455	314	232	471	200	136	530	1485	469
CQUJHB000715	47	23	14	17	8	14	5	4	8	4	37	21
CQUJHB001022	12	27	3	6	0	0	4	0	7	10	59	13
CQUJHB014479	3262	5115	1802	3270	4284	2386	2531	868	832	1682	4257	3155
CQUJHB003956	0	3	0	0	0	0	0	0	0	0	0	0
CQUJHB016747	4	23	0	1	9	0	0	0	0	2	1	1
CQUJHB017443	0	29	5	10	3	12	22	5	1	15	5	18
CQUJHB005172	1868	1446	845	2109	998	643	1285	788	585	2023	3665	2149
CQUJHB000438	1028	3993	559	1188	1524	881	973	575	805	939	2049	1498
CQUJHB006682	3	15	4	11	11	10	5	1	0	2	31	6
CQUJHB000645	12	95	5	14	8	10	15	1	8	32	8	7
CQUJHB004459	319	562	53	166	132	62	136	103	87	132	796	651
CQUJHB008280	0	6	0	0	0	0	0	0	0	5	0	4
CQUJHB010920	11	31	5	11	18	9	6	4	2	5	15	9
CQUJHB015227	2151	3694	214	730	653	858	889	315	276	499	2503	2394
CQUJHB016890	33	339	6	127	43	38	77	23	12	20	76	111
CQUJHB000356	0	0	0	0	0	0	0	0	0	0	0	0
CQUJHB014041	13088	24475	7232	18516	11590	6590	11225	3893	1584	10512	22531	20381
CQUJHB013696	151	113	40	166	124	91	106	47	45	168	172	81
CQUJHB000501	65	396	21	176	92	60	152	6	33	75	145	127
CQUJHB002344	1558	3507	899	2859	1847	1354	2125	637	379	1488	1556	1892
CQUJHB005392	122	206	69	90	149	95	109	41	27	47	162	117
CQUJHB007418	88	67	19	36	43	39	24	14	12	30	207	68
CQUJHB004334	21	9	8	27	16	14	8	0	9	24	7	24
CQUJHB016341	0	0	0	0	3	0	5	0	0	0	0	9
CQUJHB010863	83	249	17	83	70	44	140	31	12	119	136	54
CQUJHB010234	17	15	24	26	28	9	36	11	8	37	36	57
CQUJHB008619	187	118	40	74	111	102	118	18	32	11	156	77
CQUJHB015123	58	33	5	25	8	18	10	7	6	18	77	21
CQUJHB011539	90	51	11	74	33	19	49	9	20	29	88	256
CQUJHB006623	2	7	4	2	0	0	0	2	0	2	4	8
CQUJHB009878	87	198	44	78	100	43	127	44	23	111	147	113
CQUJHB010639	496	335	203	379	284	229	288	101	114	249	428	273
CQUJHB018343	126	110	59	78	63	47	42	34	53	115	112	94
CQUJHB009036	114	126	30	98	65	77	109	28	38	38	234	123
CQUJHB010312	231	355	102	265	195	112	255	85	83	263	158	301
CQUJHB016681	3	12	0	0	0	0	3	0	0	0	1	3
CQUJHB016149	440	321	124	265	181	92	195	91	99	256	299	185
CQUJHB000062	173	55	43	104	84	84	84	51	40	87	94	75
CQUJHB002308	454	409	149	213	288	214	236	116	123	258	583	384
CQUJHB002225	0	0	0	0	0	0	0	2	0	0	0	0
CQUJHB009196	213	173	42	151	115	62	105	29	26	60	68	98
CQUJHB009285	23	3	5	7	0	0	3	5	1	0	7	6
CQUJHB017874	1285	1228	333	768	543	439	693	359	301	719	1737	700
CQUJHB015913	1721	828	176	940	474	716	683	256	281	515	700	256
CQUJHB003102	0	0	1	0	0	0	0	0	0	0	0	0
CQUJHB001553	0	0	0	0	0	0	0	0	0	0	0	0
CQUJHB001025	0	4	0	0	0	2	5	0	2	0	0	4
CQUJHB004596	0	0	0	0	0	0	0	0	0	0	0	0
CQUJHB016900	0	0	0	0	0	0	0	0	0	0	0	0
CQUJHB010105	72	189	18	83	105	77	56	15	20	445	145	76
CQUJHB013137	6	16	0	13	8	3	7	4	1	11	25	19
CQUJHB010845	12	109	14	106	119	29	58	12	8	77	10	81
CQUJHB009562	4	0	0	0	0	0	0	0	0	0	0	0
CQUJHB010113	188	149	38	87	147	79	83	27	51	33	251	90
CQUJHB013709	131	101	18	91	82	63	67	12	24	60	170	64
CQUJHB009470	200	116	19	58	45	16	49	20	7	53	200	47
CQUJHB003136	104	53	18	38	10	0	5	4	27	31	110	13
CQUJHB005287	107	61	24	53	77	69	51	24	23	26	147	49
CQUJHB011900	81	84	18	45	26	23	37	10	16	22	91	88
CQUJHB010127	18	50	9	17	21	13	0	4	7	7	35	74
CQUJHB015130	3	25	3	16	0	0	15	1	0	12	9	81
CQUJHB017733	0	0	0	2	0	0	0	0	0	0	0	0
CQUJHB012556	15	223	26	54	304	92	212	8	127	37	20	224
CQUJHB000659	0	3	3	1	1	0	3	0	0	0	0	0
CQUJHB015828	0	0	0	0	0	0	6	0	0	0	0	0
CQUJHB013615	14	21	5	8	12	0	6	0	8	7	19	8
CQUJHB000699	578	1087	242	480	390	264	531	239	241	470	644	562
CQUJHB016994	2	0	0	0	0	0	0	0	0	0	0	0
CQUJHB006171	16	25	14	31	4	40	9	0	11	1	41	2
CQUJHB008415	43	70	12	30	20	20	27	3	16	18	112	154
CQUJHB002534	1	0	0	0	0	0	0	0	0	0	0	1
CQUJHB004478	41	46	2	26	6	4	18	5	10	33	48	39
CQUJHB000090	16	32	9	7	0	6	3	1	5	6	20	19
CQUJHB008658	27	50	28	33	31	37	32	8	14	39	57	33
CQUJHB001475	5	0	1	1	0	0	0	0	0	0	0	0
CQUJHB006076	272	198	48	155	63	36	116	67	78	214	265	71
CQUJHB005765	543	493	99	371	291	253	326	94	114	204	458	327
CQUJHB015402	181	126	31	87	29	68	85	40	32	69	150	77
CQUJHB004984	200	148	61	147	66	59	114	64	50	125	217	160
CQUJHB001987	8905	9669	2718	5781	6425	4582	5143	2382	3049	4088	10532	4732
CQUJHB013935	16	13	34	25	23	33	27	24	8	7	18	35
CQUJHB012362	3	8	7	10	3	0	12	6	1	0	5	6
CQUJHB013643	11	22	0	11	8	3	1	0	5	9	21	28
CQUJHB006230	0	6	1	1	10	0	0	0	2	0	3	1
CQUJHB013124	0	0	0	0	0	0	0	0	0	0	0	0
CQUJHB005813	4439	4218	5152	4983	4479	2180	5929	4553	5422	7328	4239	4965
CQUJHB005863	0	0	0	0	0	0	0	1	0	0	0	0
CQUJHB002791	36	8	10	7	0	4	11	12	28	16	32	22
CQUJHB015290	1	1	0	1	2	0	8	0	0	0	0	0
CQUJHB010248	897	722	186	572	411	306	468	231	194	477	880	434
CQUJHB001446	46	54	7	14	44	4	25	14	3	27	47	31
CQUJHB010999	0	0	0	0	0	0	0	0	0	0	0	0
CQUJHB013507	0	0	0	0	0	0	0	0	0	0	0	0
CQUJHB010513	0	0	0	0	0	0	0	0	0	0	0	0
CQUJHB005094	0	0	0	0	0	0	0	0	0	0	0	0
CQUJHB012486	143	92	34	68	14	44	39	34	29	95	94	45
CQUJHB010831	0	0	0	0	0	0	0	0	0	0	0	0
CQUJHB009128	0	0	0	0	0	0	0	0	0	0	0	0
CQUJHB006550	664	403	127	284	164	233	154	64	114	219	636	229
CQUJHB001362	6	23	4	22	9	16	6	1	12	13	27	8
CQUJHB008045	51	51	11	40	30	4	26	27	33	34	140	41
CQUJHB010164	67	114	44	74	36	39	49	20	31	58	150	140
CQUJHB011825	42	19	2	21	21	0	18	2	0	12	69	1
CQUJHB003175	0	0	0	0	0	0	0	0	0	0	15	0
CQUJHB003325	10	24	3	0	0	0	0	0	0	1	5	6
CQUJHB010838	0	0	0	0	0	0	0	0	0	0	0	0
CQUJHB013671	70	273	6	171	26	17	141	26	71	195	338	65
CQUJHB013367	6	5	5	1	6	1	7	0	1	7	0	9
CQUJHB000988	3	0	1	16	5	0	14	1	7	0	10	6
CQUJHB015632	0	0	0	0	0	0	0	0	0	1	0	0
CQUJHB005204	4	0	0	7	0	0	0	8	2	7	9	10
CQUJHB004665	0	1	0	0	0	0	0	0	0	0	0	0
CQUJHB005967	0	0	0	0	0	0	0	0	0	0	0	0
CQUJHB017056	0	0	0	0	0	0	0	0	0	0	0	0
CQUJHB012413	7	9	0	0	12	0	4	0	0	0	20	1
CQUJHB004123	17	58	15	64	13	1	50	10	17	34	15	37
CQUJHB010534	544	329	610	815	632	571	642	483	455	737	578	479
CQUJHB016536	25	16	15	23	21	16	27	33	12	10	22	28
CQUJHB014328	0	0	0	0	0	0	0	2	0	0	1	0
CQUJHB017991	86	101	23	101	45	22	34	54	25	99	154	118
CQUJHB007875	0	0	0	0	0	0	0	0	0	0	0	0
CQUJHB014602	175	144	25	124	121	125	110	28	31	27	151	83
CQUJHB010509	0	0	0	0	0	0	0	0	0	0	0	0
CQUJHB017630	1104	6411	550	2613	1670	312	5828	896	1063	4740	2296	1635
CQUJHB008985	39	4	2	11	4	0	5	6	15	4	40	8
CQUJHB000729	65	70	3	3	58	11	17	1	12	29	57	30
CQUJHB007390	0	0	0	0	0	0	0	0	0	0	0	0
CQUJHB014081	0	0	0	0	0	0	0	0	0	0	0	0
CQUJHB014846	0	0	0	0	0	0	0	0	0	6	0	0
CQUJHB015534	87	75	10	35	27	54	6	15	12	11	70	50
CQUJHB006975	0	0	0	0	0	0	0	0	0	0	0	0
CQUJHB007980	0	0	0	0	0	0	0	0	0	0	0	0
CQUJHB000172	0	0	0	0	0	0	0	0	0	0	0	0
CQUJHB013041	77	53	73	80	67	51	94	55	65	134	60	103
CQUJHB002272	3	0	0	0	0	0	3	0	0	0	0	0
CQUJHB015605	0	0	0	0	0	0	0	0	0	0	0	0
CQUJHB009215	0	0	0	0	0	0	2	0	0	0	10	0
CQUJHB002825	372	935	323	577	552	411	314	158	121	420	457	654
CQUJHB018286	59	242	58	96	86	44	93	31	49	104	146	219
CQUJHB008983	216	151	54	164	85	76	113	54	57	139	219	92
CQUJHB010907	7	11	5	6	12	5	8	2	0	0	40	14
CQUJHB003601	42	12	34	68	31	27	51	28	17	60	32	47
CQUJHB000936	1489	1354	339	1214	816	799	1000	362	391	626	850	865
CQUJHB007081	75	78	54	80	141	46	50	87	79	67	95	65
CQUJHB008382	517	513	92	155	226	47	424	188	211	400	1384	555
CQUJHB007040	11097	12948	3136	6968	5432	6486	5168	1737	1821	3217	17095	9850
CQUJHB001726	24	69	8	15	8	12	14	9	5	6	27	42
CQUJHB013380	14	1	2	3	0	0	3	2	0	0	2	5
CQUJHB000761	6	11	4	16	1	31	4	1	6	28	26	14
CQUJHB006776	183	92	66	107	72	70	57	21	42	93	244	142
CQUJHB014435	63	31	9	30	18	23	31	12	21	27	76	41
CQUJHB007851	54	33	14	56	26	26	31	11	9	24	16	34
CQUJHB008742	312	608	179	425	329	173	341	142	180	178	827	270
CQUJHB015163	0	0	0	0	0	1	0	0	1	0	0	0
CQUJHB004668	0	0	0	0	0	0	0	0	0	0	0	0
CQUJHB014656	0	0	0	0	0	0	0	0	0	0	0	0
CQUJHB008984	0	0	0	0	0	0	0	0	0	0	0	0
CQUJHB014490	0	0	0	0	6	0	0	0	0	0	0	1
CQUJHB007709	0	0	0	0	0	0	0	0	0	0	0	0
CQUJHB006089	0	0	0	0	0	0	0	0	0	0	0	0
CQUJHB012216	0	0	0	2	0	0	0	1	0	0	0	0
CQUJHB000337	526	524	112	290	126	162	254	106	190	162	756	324
CQUJHB004578	15	1	0	16	6	0	10	0	0	10	24	6
CQUJHB017569	0	0	0	0	0	0	0	0	0	0	0	0
CQUJHB016409	7	0	0	0	0	0	0	0	0	0	0	0
CQUJHB009021	338	303	82	314	217	211	219	128	79	173	234	155
CQUJHB012980	74	63	6	21	22	12	17	6	12	52	59	61
CQUJHB003444	1	0	0	0	0	5	0	0	3	2	0	0
CQUJHB012788	0	0	0	0	0	0	0	0	0	0	0	3
CQUJHB013411	0	0	0	0	0	0	0	0	0	0	0	0
CQUJHB017924	0	0	0	0	0	0	0	0	0	0	0	0
CQUJHB001828	154	171	66	173	153	139	126	72	77	114	143	110
CQUJHB013901	54	39	21	20	28	34	22	6	13	11	29	43
CQUJHB018189	487	1370	430	759	796	394	452	234	180	538	678	788
CQUJHB018160	28	30	25	20	54	8	16	24	21	27	37	38
CQUJHB004345	0	0	0	0	0	0	0	0	0	0	2	0
CQUJHB009345	218	199	101	151	130	32	104	122	90	172	200	134
CQUJHB000112	8	0	1	0	1	0	6	1	1	1	4	6
CQUJHB010653	7	13	0	6	3	6	0	0	0	2	3	8
CQUJHB002365	309	285	404	361	220	260	318	289	386	462	396	291
CQUJHB004689	0	0	0	0	0	0	0	0	0	0	0	0
CQUJHB005000	0	0	1	1	3	0	2	0	0	0	7	1
CQUJHB015071	0	0	0	0	0	0	0	0	0	0	0	0
CQUJHB010310	0	0	4	8	9	7	0	0	0	5	0	3
CQUJHB000423	0	0	0	1	0	0	0	0	0	0	0	0
CQUJHB002560	2	0	0	0	0	0	0	0	0	0	0	1
CQUJHB002975	8	0	0	12	6	5	0	1	0	4	2	4
CQUJHB000680	0	0	2	0	2	0	0	0	0	0	0	0
CQUJHB012480	0	16	3	4	7	11	7	2	0	3	3	25
CQUJHB013903	0	13	0	2	0	0	0	0	0	3	0	0
CQUJHB007406	18	21	19	31	19	35	36	13	6	44	14	23
CQUJHB018270	0	0	0	0	0	0	0	0	0	0	0	0
CQUJHB001190	13	11	12	41	27	14	24	8	16	52	44	12
CQUJHB015058	0	0	0	4	0	0	0	0	0	0	3	0
CQUJHB014785	20	12	0	11	3	0	11	4	4	0	4	0
CQUJHB012187	118	76	9	38	21	55	59	9	24	35	102	49
CQUJHB008211	124	114	38	58	38	19	59	28	59	85	214	94
CQUJHB011731	44	21	12	28	1	37	24	10	26	22	104	12
CQUJHB003266	1998	2275	1332	2132	2112	1591	2254	1167	1176	2436	2997	1634
CQUJHB017050	166	368	70	123	143	73	152	19	11	35	114	202
CQUJHB013216	251	49	50	42	23	11	34	30	36	46	146	72
CQUJHB004349	2075	1492	479	1232	885	723	905	590	744	1295	1578	950
CQUJHB000050	45	0	11	8	11	24	22	6	4	17	65	18
CQUJHB009110	31	38	2	6	25	11	13	11	14	3	45	10
CQUJHB001755	12	9	0	4	5	16	0	0	6	0	30	1
CQUJHB012796	58	13	9	23	13	35	10	0	2	3	53	20
CQUJHB014873	0	3	0	0	0	0	5	0	0	0	0	0
CQUJHB004022	6	10	3	6	0	0	0	0	4	4	4	8
CQUJHB000333	10	11	7	10	6	0	2	8	8	10	29	0
CQUJHB008245	29	7	5	10	10	3	5	2	5	15	6	2
CQUJHB015889	19	138	19	54	63	36	68	25	15	60	43	63
CQUJHB009135	77	117	25	45	35	24	75	28	60	68	104	53
CQUJHB015671	12	8	17	23	8	19	17	0	0	0	10	15
CQUJHB001316	887	675	421	452	500	491	518	118	168	461	837	716
CQUJHB006207	0	0	0	0	0	0	0	0	4	0	4	0
CQUJHB005300	122	228	86	142	114	86	110	71	72	126	317	151
CQUJHB011838	27	70	0	9	2	11	6	0	5	0	12	8
CQUJHB007736	691	430	158	279	272	213	226	125	136	336	930	278
CQUJHB003241	3	0	0	3	0	3	2	0	0	5	18	4
CQUJHB007811	50	96	47	94	46	27	75	42	52	108	158	71
CQUJHB009772	17	7	6	4	0	0	3	0	3	2	8	5
CQUJHB001120	326	486	156	417	394	240	181	45	33	84	198	411
CQUJHB007114	853	922	297	505	447	473	487	139	158	279	619	972
CQUJHB012813	160	114	14	108	90	61	109	16	23	44	146	71
CQUJHB005473	0	0	0	0	0	0	0	0	0	0	0	0
CQUJHB005455	0	0	0	0	0	0	0	0	0	0	0	0
CQUJHB004850	2	0	0	3	1	0	0	0	0	0	1	4
CQUJHB013141	0	0	0	0	0	0	1	0	0	0	0	0
CQUJHB003090	141	208	78	196	156	103	127	55	32	92	69	150
CQUJHB014341	31	36	2	23	10	20	14	2	1	0	2	14
CQUJHB004116	16	7	2	5	0	0	11	1	0	0	7	7
CQUJHB002041	126	166	26	114	171	135	75	28	1	268	23	127
CQUJHB010350	1	1	0	0	0	0	0	0	1	0	0	0
CQUJHB006636	4	0	0	8	0	0	0	0	0	0	1	0
CQUJHB012791	0	0	0	0	0	0	0	0	0	0	0	0
CQUJHB004874	5	21	1	6	2	7	12	0	3	0	0	0
CQUJHB017405	297	347	191	366	545	318	297	99	46	138	65	259
CQUJHB002456	0	0	0	2	4	0	0	0	0	0	0	5
CQUJHB010280	0	0	3	5	0	0	1	0	0	0	0	1
CQUJHB013548	1	9	8	0	2	0	0	0	0	7	3	27
CQUJHB015841	0	0	0	0	6	0	0	0	0	0	0	0
CQUJHB009969	0	0	0	0	0	0	0	0	0	0	0	3
CQUJHB004971	0	0	0	0	0	0	0	0	0	0	0	3
CQUJHB004484	0	0	4	0	0	0	3	0	0	0	0	2
CQUJHB007208	0	0	0	0	0	0	0	0	0	0	0	0
CQUJHB018084	0	0	0	0	0	0	0	0	0	0	0	0
CQUJHB014241	0	0	0	0	0	0	0	0	0	0	0	0
CQUJHB008483	0	0	0	0	0	0	0	0	0	0	0	0
CQUJHB001208	0	0	0	3	0	0	0	0	0	0	0	0
CQUJHB001900	0	0	4	1	3	7	4	3	0	0	0	5
CQUJHB015436	2096	3174	1222	2121	2063	1089	1414	980	650	2117	1379	2537
CQUJHB013105	2085	2043	977	1757	2102	1520	2000	977	752	1934	1798	1568
CQUJHB012996	143	43	16	47	11	55	59	14	18	32	135	70
CQUJHB006834	802	1169	495	1003	1258	981	811	549	422	1355	640	923
CQUJHB008643	6	96	0	24	30	118	6	8	1	0	1	6
CQUJHB002687	7	2	0	8	0	0	0	0	0	0	0	0
CQUJHB014764	10	0	0	1	0	0	2	1	2	0	0	12
CQUJHB011430	141	69	21	31	10	9	42	15	12	28	94	59
CQUJHB008937	5	0	0	0	0	0	0	0	0	0	0	0
CQUJHB004323	5685	3989	3021	4702	5525	3192	3626	2103	1092	3990	3265	3931
CQUJHB012637	0	6	0	0	4	0	0	0	0	0	0	0
CQUJHB014801	0	9	0	10	0	2	0	4	5	3	1	4
CQUJHB002995	19	16	5	6	17	5	12	4	1	5	17	27
CQUJHB017229	57	82	11	38	18	54	38	10	0	12	31	64
CQUJHB016527	31	1	8	18	0	26	19	10	5	36	8	14
CQUJHB016923	0	0	0	0	0	0	0	0	0	0	0	0
CQUJHB010645	0	9	0	0	0	0	0	0	0	4	2	0
CQUJHB003196	513	291	53	268	78	64	231	35	85	94	59	93
CQUJHB017267	1434	3249	949	2847	2861	1115	1994	880	751	3715	995	1307
CQUJHB003337	620	696	231	416	369	231	306	94	93	238	645	569
CQUJHB017566	48	18	49	33	25	0	24	4	3	57	52	98
CQUJHB018406	38	23	23	17	24	4	29	5	1	53	77	84
CQUJHB001829	0	0	0	0	0	0	0	0	0	0	0	2
CQUJHB018169	548	454	1125	681	1116	814	526	645	435	1098	503	706
CQUJHB016252	94	52	3	51	29	35	23	9	7	16	75	50
CQUJHB006355	64	63	4	10	6	0	25	5	14	4	42	15
CQUJHB005671	171	188	54	105	84	61	83	37	37	109	128	133
CQUJHB011378	9	6	22	7	4	3	6	0	0	15	35	27
CQUJHB000635	0	0	0	1	0	0	1	0	0	0	5	6
CQUJHB006106	539	539	231	446	511	385	325	221	71	320	365	402
CQUJHB005909	2	0	5	0	8	1	4	7	0	3	3	2
CQUJHB000727	0	0	0	0	0	0	0	0	0	0	0	0
CQUJHB018002	25	48	6	13	10	29	11	3	5	13	14	16
CQUJHB016739	0	1	0	0	0	4	0	0	0	0	5	0
CQUJHB006070	67	19	6	20	13	4	6	9	3	0	22	12
CQUJHB015972	0	0	0	0	0	0	0	0	0	0	0	0
CQUJHB008486	48	23	0	37	40	87	42	12	1	0	5	49
CQUJHB013501	71	60	15	75	22	60	35	9	4	38	114	49
CQUJHB017366	132	89	61	105	73	75	56	42	22	85	111	103
CQUJHB004909	726	489	209	419	265	529	354	159	124	323	682	404
CQUJHB014448	5	0	0	3	1	0	0	0	5	3	0	3
CQUJHB006857	0	0	0	0	0	5	0	0	0	0	0	0
CQUJHB004234	12	0	9	0	0	0	0	0	0	4	0	0
CQUJHB013318	0	0	0	0	0	0	0	0	0	0	4	4
CQUJHB000412	0	0	0	0	0	1	3	0	0	1	0	0
CQUJHB007125	0	5	2	3	8	0	0	3	1	0	3	4
CQUJHB016412	0	0	0	0	0	0	0	0	0	0	0	0
CQUJHB003598	0	0	0	0	0	0	2	0	0	0	1	0
CQUJHB017808	92	61	44	69	60	51	73	34	23	40	91	55
CQUJHB001319	65	46	10	40	20	41	21	0	24	41	86	55
CQUJHB002870	75	64	13	21	23	12	22	5	3	34	50	39
CQUJHB004753	1	0	3	0	6	0	3	0	0	0	2	0
CQUJHB015405	120	89	21	62	39	44	34	14	17	44	85	62
CQUJHB012984	31	20	8	30	7	35	15	5	13	8	16	23
CQUJHB012082	4	10	0	0	0	6	0	3	0	0	1	7
CQUJHB002566	1	0	0	0	0	0	0	0	0	0	0	0
