GeneID	controlF_rep2	PE60F_rep2	PE60F_rep1	PE200F_rep2	PE600F_rep2	PE600F_rep3	PE60F_rep3	PE200F_rep3	controlF_rep3	PE200F_rep1	PE600F_rep1	controlF_rep1
CQUJHB009512	350	244	120	279	168	189	230	89	114	182	235	178
CQUJHB010244	373	523	191	413	412	239	287	186	193	281	259	322
CQUJHB004431	181	79	68	145	110	95	114	45	53	72	124	90
CQUJHB005095	2	0	9	9	7	5	4	5	6	12	6	13
CQUJHB008161	0	1	0	0	0	0	0	0	0	0	0	3
CQUJHB014436	65	41	7	21	31	18	13	16	7	11	58	15
CQUJHB017592	516	652	571	635	926	373	1587	226	300	1568	206	351
CQUJHB001380	246	246	132	158	189	131	161	35	45	120	214	206
CQUJHB015375	144	658	288	423	1156	147	1068	287	359	1048	109	217
CQUJHB016357	1350	1223	1160	1474	1675	1165	1682	644	759	1513	943	906
CQUJHB007976	1118	1311	431	863	1583	870	673	320	337	482	1396	975
CQUJHB006012	15	12	8	2	8	16	1	3	1	0	5	7
CQUJHB011286	0	0	1	0	0	0	0	2	0	0	0	0
CQUJHB020421	0	0	0	0	0	0	0	0	1	0	0	0
CQUJHB004409	0	0	1	1	0	0	0	0	2	7	3	1
CQUJHB018381	4	0	5	6	5	0	7	0	2	7	0	3
CQUJHB005560	119	257	105	258	197	101	240	54	38	104	115	194
CQUJHB012677	224	576	245	377	314	209	424	110	112	428	195	475
CQUJHB002563	240	317	211	327	414	330	366	224	167	354	218	275
CQUJHB015499	5	10	6	10	0	0	43	3	9	42	0	1
CQUJHB015567	202	134	84	78	202	109	226	64	14	112	163	149
CQUJHB017201	99	96	45	54	20	24	43	9	16	33	61	55
CQUJHB012146	249	197	375	359	394	251	436	272	275	403	158	264
CQUJHB018007	149	446	91	338	196	209	215	103	85	197	240	231
CQUJHB012254	105	109	23	51	49	57	42	13	21	16	94	107
CQUJHB006885	0	0	0	0	0	0	0	0	0	0	0	0
CQUJHB004593	628	818	388	656	1064	515	806	294	456	599	491	615
CQUJHB003301	0	0	0	0	0	0	0	0	0	0	0	0
CQUJHB004580	97	136	101	96	59	36	121	25	26	95	105	61
CQUJHB013804	148	157	46	154	110	57	148	26	44	77	100	90
CQUJHB017343	1357	1995	1171	1918	1872	1100	1912	825	814	1979	1113	1333
CQUJHB013352	34	31	11	25	10	22	6	4	7	11	16	26
CQUJHB012913	0	0	0	0	0	0	3	0	2	0	0	3
CQUJHB002856	576	413	391	526	462	560	567	303	268	481	357	425
CQUJHB006397	6	0	2	0	0	0	9	3	0	0	6	4
CQUJHB004768	86	47	13	38	43	60	37	18	22	34	101	60
CQUJHB005651	30	29	4	9	2	1	8	1	4	23	15	30
CQUJHB014823	290	228	71	161	72	59	169	37	58	102	163	147
CQUJHB002592	54	10	0	1	11	6	15	0	8	0	29	22
CQUJHB001091	212	179	78	148	110	164	135	35	44	81	182	134
CQUJHB016732	0	9	0	2	7	0	0	1	0	0	14	2
CQUJHB007521	163	122	240	200	291	134	268	104	127	189	79	184
CQUJHB001820	2059	3687	1841	3179	3290	1828	2888	1526	1380	3106	1710	2126
CQUJHB016163	0	0	0	0	0	0	0	0	0	0	0	0
CQUJHB005099	2732	4758	1823	3205	2967	2760	1953	1052	1236	2305	5848	3833
CQUJHB006791	173	66	54	76	61	127	103	22	27	76	133	98
CQUJHB000768	95	142	93	108	69	121	115	44	48	170	52	199
CQUJHB013250	165	105	24	109	42	98	35	30	22	39	152	92
CQUJHB009463	102	167	35	143	99	63	65	32	28	73	115	81
CQUJHB004955	301	320	13	125	81	99	118	41	63	44	378	202
CQUJHB003528	25	10	1	0	0	0	0	0	0	6	8	5
CQUJHB001017	0	0	0	0	0	0	0	0	0	0	0	0
CQUJHB008183	5797	5131	11251	8282	11147	3766	15979	3301	4306	18753	2540	6307
CQUJHB006075	17	0	2	11	8	6	0	0	0	7	14	10
CQUJHB002609	602	657	413	858	411	467	571	321	275	631	630	615
CQUJHB003929	39	22	11	39	18	35	9	14	9	16	92	31
CQUJHB005078	644	452	283	569	430	411	444	208	186	428	530	432
CQUJHB005399	0	12	1	7	0	0	9	0	0	0	10	4
CQUJHB010437	0	0	0	2	0	6	10	0	2	4	0	0
CQUJHB010216	276	369	122	212	210	269	280	90	80	201	215	198
CQUJHB001934	12	21	2	4	0	3	0	5	1	12	2	18
CQUJHB000605	89	57	8	67	31	61	23	11	14	26	39	41
CQUJHB007930	5	4	8	2	0	0	11	0	0	6	2	0
CQUJHB008433	0	0	0	0	0	0	0	0	0	0	0	0
CQUJHB016914	681	714	930	981	1715	406	1222	484	612	1108	435	627
CQUJHB005715	74	286	60	95	127	117	93	25	37	84	87	167
CQUJHB014900	0	2	2	0	0	0	0	0	0	0	0	0
CQUJHB004426	0	0	0	0	0	0	0	0	0	0	0	0
CQUJHB002724	5	0	0	4	0	4	0	0	0	0	2	3
CQUJHB008841	0	0	2	0	0	0	0	0	0	0	0	0
CQUJHB012353	9	24	6	15	15	7	7	5	7	5	21	8
CQUJHB009492	0	0	0	0	0	0	0	0	0	0	0	0
CQUJHB009404	8	12	1	0	3	0	2	0	0	4	2	0
CQUJHB015993	5	0	0	5	0	0	4	0	0	0	0	5
CQUJHB006457	2	0	0	0	1	0	0	0	0	0	0	2
CQUJHB005065	501	570	209	608	838	413	470	179	176	640	423	406
CQUJHB000020	23	44	14	19	36	43	35	16	13	2	58	13
CQUJHB007577	196	144	66	151	157	84	116	36	37	99	189	172
CQUJHB008611	25	54	26	46	49	21	29	15	0	10	46	60
CQUJHB008901	0	0	0	0	0	0	0	0	0	0	0	0
CQUJHB006010	219	172	168	157	213	105	230	48	64	168	92	154
CQUJHB008258	77	63	20	46	43	41	52	24	20	44	67	38
CQUJHB004045	30	0	30	18	27	11	53	25	16	30	19	21
CQUJHB012049	152	118	34	81	54	40	47	28	23	33	91	79
CQUJHB009904	435	274	221	301	260	333	339	123	138	137	343	356
CQUJHB012945	5	0	2	0	0	0	8	0	0	0	0	3
CQUJHB012756	0	0	1	0	1	0	0	0	0	5	0	0
CQUJHB004752	9	0	5	1	12	0	0	0	0	5	0	1
CQUJHB011580	259	388	173	310	196	172	357	70	82	299	211	142
CQUJHB005031	1165	1717	511	1402	973	867	791	334	411	826	1349	2618
CQUJHB014483	13	0	1	2	9	0	3	2	3	0	4	1
CQUJHB005087	311	390	287	442	428	318	507	184	170	339	246	322
CQUJHB007064	0	4	0	3	0	0	0	1	0	0	0	0
CQUJHB003459	0	0	0	0	0	0	0	0	0	0	0	0
CQUJHB016264	81	60	48	58	35	29	64	11	25	42	71	34
CQUJHB005773	3	1	5	1	0	0	3	1	0	0	0	0
CQUJHB013944	7	0	4	0	4	8	17	0	0	7	0	6
CQUJHB016240	49	40	38	22	17	19	77	9	7	50	18	38
CQUJHB003436	103	152	25	95	77	113	53	33	30	41	117	88
CQUJHB010822	0	0	0	0	0	0	0	0	0	0	0	0
CQUJHB014793	0	0	0	0	0	0	0	0	0	0	0	0
CQUJHB002834	0	1	6	0	13	0	11	0	1	12	0	3
CQUJHB014014	284	723	208	541	510	433	345	122	91	509	521	1277
CQUJHB016796	0	0	0	0	0	0	0	0	0	0	0	0
CQUJHB002482	651	693	477	843	795	585	758	244	383	720	528	668
CQUJHB013881	219	375	191	300	299	184	394	119	156	403	191	244
CQUJHB000463	3	1	4	15	2	0	6	5	6	3	11	4
CQUJHB012235	0	4	0	1	0	0	6	0	1	0	0	0
CQUJHB004855	0	0	0	0	0	10	0	1	2	0	0	0
CQUJHB017025	2	21	0	4	1	0	0	3	2	0	7	20
CQUJHB015232	0	0	1	0	0	0	0	0	0	0	0	0
CQUJHB006515	0	0	0	0	0	0	0	0	0	0	0	0
CQUJHB016844	0	0	0	0	0	0	0	0	0	0	3	0
CQUJHB002479	974	536	794	707	1192	306	1150	176	238	960	440	536
CQUJHB007157	6	0	0	1	0	0	0	0	0	0	0	0
CQUJHB012967	24	19	32	33	31	0	87	12	22	82	10	9
CQUJHB015547	0	1	1	0	0	0	4	0	0	0	0	9
CQUJHB012776	14	0	6	8	1	0	6	0	2	4	4	9
CQUJHB017652	684	497	825	630	1417	480	936	319	545	1535	338	516
CQUJHB001752	106	86	22	42	26	97	45	6	26	26	50	73
CQUJHB006432	241	151	48	145	92	97	104	38	45	86	147	83
CQUJHB007923	146	227	54	118	78	108	71	40	48	107	326	118
CQUJHB017759	10	4	0	0	12	0	6	3	1	1	0	10
CQUJHB002916	161	101	47	75	102	39	135	34	41	118	130	83
CQUJHB011275	143	169	44	138	80	80	80	27	53	43	132	117
CQUJHB007665	0	4	0	0	0	0	0	0	0	0	0	0
CQUJHB017195	0	3	2	5	0	0	0	0	0	0	0	0
CQUJHB002378	0	0	0	0	0	0	0	0	0	0	0	2
CQUJHB002081	4	0	0	0	0	0	0	0	0	0	0	0
CQUJHB004775	161	112	35	30	39	66	93	21	14	77	48	49
CQUJHB004294	1	5	3	2	0	0	10	3	0	0	7	11
CQUJHB015909	3	18	0	4	5	7	13	4	7	0	6	12
CQUJHB004001	4	0	0	2	7	0	7	0	0	0	1	7
CQUJHB016472	0	0	0	0	0	0	0	0	0	0	0	0
CQUJHB014147	131	105	115	142	132	88	217	45	47	99	79	88
CQUJHB004678	4	1	20	2	0	0	4	0	2	0	1	4
CQUJHB014237	1	16	8	18	7	10	16	2	3	6	0	8
CQUJHB014146	15	16	6	7	16	15	12	2	3	2	9	4
CQUJHB007194	0	0	0	0	0	0	0	1	0	3	0	0
CQUJHB016802	0	0	0	3	0	0	1	0	1	0	2	10
CQUJHB006418	9	0	0	4	13	3	0	2	4	0	0	10
CQUJHB017348	23	57	6	50	61	44	35	12	12	3	70	20
CQUJHB014851	0	0	0	0	0	0	0	0	0	0	0	0
CQUJHB006270	0	0	0	0	0	0	0	0	0	0	0	0
CQUJHB014401	0	0	0	0	0	0	0	0	0	0	0	0
CQUJHB004483	167	160	51	103	117	143	99	32	46	77	143	145
CQUJHB015010	535	473	169	344	270	302	385	135	102	229	347	334
CQUJHB000513	33	2	7	9	0	0	10	4	16	5	5	9
CQUJHB007795	0	0	0	2	3	0	5	0	1	0	3	17
CQUJHB007642	1285	1141	907	859	837	1511	1598	512	456	1237	1380	1584
CQUJHB014321	0	0	4	57	0	5	2	2	0	30	11	12
CQUJHB003971	3	0	0	0	1	0	0	0	0	0	2	0
CQUJHB008212	1667	1567	737	1342	1152	964	1075	595	630	885	1288	1411
CQUJHB005643	3349	3605	1832	3698	3666	2732	3727	1835	1562	2502	2506	2609
CQUJHB012344	11	9	4	9	9	15	0	4	1	14	9	13
CQUJHB017069	0	0	0	2	0	1	0	0	0	0	0	7
CQUJHB003562	510	428	554	476	436	401	640	214	259	553	365	440
CQUJHB006398	0	0	0	0	0	0	0	0	0	0	0	1
CQUJHB016977	319	269	170	256	155	177	247	131	115	207	257	194
CQUJHB007931	8	0	1	3	1	7	5	0	0	0	6	1
CQUJHB017933	209	193	77	177	131	128	143	45	70	163	162	203
CQUJHB017073	0	16	4	2	0	0	5	0	3	2	7	1
CQUJHB009964	117	203	27	104	81	88	72	26	26	50	90	55
CQUJHB017857	32	5	0	6	0	3	0	0	0	0	6	2
CQUJHB001868	6	5	4	2	0	4	0	0	0	0	1	4
CQUJHB010881	24	4	43	28	37	102	29	35	26	31	41	51
CQUJHB006219	3	0	0	0	0	0	0	0	0	0	0	0
CQUJHB008786	105	68	66	115	163	78	181	49	47	64	74	109
CQUJHB005734	0	0	0	0	0	0	4	0	0	0	0	0
CQUJHB012724	6	0	1	0	0	0	0	0	0	0	0	0
CQUJHB006608	2	0	0	0	0	0	0	0	0	0	2	0
CQUJHB000327	4	0	0	2	0	0	0	0	0	0	0	0
CQUJHB005938	341	449	44	426	350	69	15	26	52	71	1744	3
CQUJHB001076	43	26	17	28	18	25	20	0	3	9	17	38
CQUJHB017890	709	920	374	568	607	687	451	313	245	382	735	787
CQUJHB005409	0	0	0	0	0	0	0	0	0	0	0	0
CQUJHB014396	4	7	8	6	1	0	8	3	3	2	11	3
CQUJHB008781	0	0	0	0	0	0	0	0	0	0	0	0
CQUJHB000582	867	847	237	664	602	558	624	197	257	642	572	457
CQUJHB001346	4	9	5	9	0	0	11	2	0	5	0	19
CQUJHB015702	42	4	16	33	66	41	13	25	13	34	56	32
CQUJHB009705	373	191	398	343	446	508	585	270	179	347	233	304
CQUJHB017993	0	0	0	0	0	0	0	0	0	0	0	0
CQUJHB015292	1	0	3	0	0	0	2	0	0	0	0	1
CQUJHB016760	0	0	5	4	0	0	0	0	0	16	0	0
CQUJHB007097	24	25	19	0	10	7	7	7	9	10	27	10
CQUJHB013657	0	0	0	0	0	0	0	0	0	0	0	0
CQUJHB006689	8	33	13	21	4	18	13	2	1	42	11	14
CQUJHB002202	57	53	97	133	161	27	144	33	24	234	16	55
CQUJHB005553	6	8	3	24	0	15	7	0	2	3	9	5
CQUJHB002137	371	226	224	161	413	99	403	44	44	219	19	42
CQUJHB004241	0	0	0	0	0	0	0	0	0	0	0	0
CQUJHB010487	107	152	109	146	110	102	101	60	75	73	147	146
CQUJHB001612	95	18	12	58	76	74	58	23	32	24	75	210
CQUJHB001687	171	165	21	89	227	69	154	36	68	84	72	99
CQUJHB017776	5	0	0	1	1	0	0	0	0	0	5	0
CQUJHB018092	0	0	0	1	0	0	0	0	0	0	1	0
CQUJHB002899	5	25	5	27	0	11	8	1	1	4	10	13
CQUJHB013824	2791	7045	3396	5878	5922	3788	3119	3001	3010	4753	4496	3764
CQUJHB009164	232	259	142	234	380	165	253	93	104	209	120	238
CQUJHB009471	0	0	0	1	0	0	0	0	0	0	0	0
CQUJHB011043	46	102	28	51	48	42	34	6	16	128	36	187
CQUJHB016764	2	7	0	5	0	0	2	1	0	5	0	0
CQUJHB010146	0	0	0	5	1	0	0	0	0	0	6	2
CQUJHB002381	23	38	27	28	11	15	28	0	3	0	25	6
CQUJHB004771	0	0	0	0	0	0	0	0	0	0	0	0
CQUJHB007904	0	0	0	1	13	20	0	2	1	2	0	12
CQUJHB014762	7	0	7	3	0	0	3	4	2	0	0	2
CQUJHB008018	8	0	33	18	20	4	59	4	5	17	9	15
CQUJHB010029	8	0	2	6	10	0	0	0	0	0	0	0
CQUJHB001141	0	0	0	0	0	0	0	0	0	0	0	0
CQUJHB014233	101	117	4	21	39	62	40	1	20	14	250	67
CQUJHB001452	56	82	15	34	39	43	91	10	19	23	55	146
CQUJHB003962	1	0	0	0	0	1	0	0	0	0	2	0
CQUJHB003274	0	0	0	0	0	1	0	0	0	0	0	0
CQUJHB001936	3	15	0	6	7	7	0	0	0	0	22	6
CQUJHB000421	18	42	4	30	8	11	7	0	2	11	21	0
CQUJHB004664	0	0	0	0	0	0	0	0	0	0	0	0
CQUJHB007304	6	0	0	0	0	0	0	0	0	0	0	0
CQUJHB011013	3	0	0	2	0	3	0	0	2	3	0	0
CQUJHB018431	28	3	61	30	15	2	46	7	12	2	6	3
CQUJHB011188	0	0	0	2	0	8	0	0	0	0	0	0
CQUJHB014593	0	0	0	0	0	0	0	0	0	0	0	0
CQUJHB008159	5	12	12	10	9	1	10	0	0	7	13	9
CQUJHB011396	4	0	0	2	0	0	0	0	0	0	5	1
CQUJHB012221	0	0	0	0	0	0	0	0	0	0	2	0
CQUJHB017514	117	90	42	69	57	69	64	47	28	62	71	90
CQUJHB001891	1	9	5	9	22	0	26	5	0	19	0	35
CQUJHB014639	0	0	0	3	0	0	0	0	0	0	3	0
CQUJHB009998	13	42	0	13	9	37	7	4	10	11	6	9
CQUJHB012746	136	120	36	144	149	152	488	18	10	16	110	168
CQUJHB011128	42	75	47	67	37	54	34	25	19	39	63	75
CQUJHB004142	0	0	0	1	0	0	0	0	0	0	0	0
CQUJHB009035	0	0	0	0	0	0	0	0	0	0	0	0
CQUJHB011310	0	0	0	2	0	0	0	0	0	0	0	0
CQUJHB010047	4	0	0	0	0	0	0	0	0	0	0	1
CQUJHB003758	0	2	0	0	0	0	0	0	0	0	6	0
CQUJHB012633	0	0	0	0	0	0	0	0	0	0	0	2
CQUJHB015131	27	0	0	1	0	0	0	0	5	0	11	0
CQUJHB015996	3	0	0	0	0	0	0	0	0	0	1	0
CQUJHB012468	24	28	0	0	0	5	0	0	0	0	7	5
CQUJHB006720	84	54	5	19	15	17	54	24	15	17	136	39
CQUJHB013364	0	0	0	2	0	0	0	0	0	0	0	0
CQUJHB003985	9452	8446	4577	8355	11551	9003	7300	4548	3165	5315	7297	8774
CQUJHB005510	5	18	0	1	5	1	4	1	0	0	2	3
CQUJHB000652	0	4	0	2	0	6	3	4	2	2	2	0
CQUJHB015615	0	0	0	0	0	0	0	0	0	0	0	0
CQUJHB014995	1	14	0	1	3	0	0	0	0	0	1	0
CQUJHB004425	0	0	0	0	0	0	0	0	0	0	0	0
CQUJHB011432	3	0	0	0	10	0	1	0	0	0	0	1
CQUJHB016942	1128	1336	759	1508	1174	1112	1095	687	608	1427	1153	980
CQUJHB005384	9	5	0	7	0	0	0	0	0	0	7	2
CQUJHB002919	0	2	0	5	0	0	4	0	0	0	0	4
CQUJHB007801	93	92	61	102	58	55	53	53	27	80	44	67
CQUJHB013726	6	0	0	3	0	0	9	0	0	0	6	1
CQUJHB001298	0	0	0	0	0	0	0	0	0	0	0	0
CQUJHB005177	0	0	0	0	0	0	0	0	0	0	0	0
CQUJHB004994	1	0	0	0	0	0	0	0	0	0	0	0
CQUJHB009857	0	0	0	0	0	0	0	0	0	0	0	0
CQUJHB006310	0	0	0	0	0	0	0	0	0	0	0	0
CQUJHB014358	0	0	0	0	0	0	0	0	0	0	0	0
CQUJHB012851	13	17	2	4	16	6	3	8	1	8	6	62
CQUJHB015653	0	0	0	0	0	0	0	0	0	0	0	0
CQUJHB008980	0	0	0	0	0	0	0	0	0	0	0	1
CQUJHB002562	0	0	0	0	0	0	0	0	0	0	0	0
CQUJHB011288	0	0	0	0	0	0	0	0	0	0	0	0
CQUJHB003862	14	0	5	7	0	6	1	0	6	2	0	0
CQUJHB017606	0	0	2	0	0	5	0	0	0	0	0	0
CQUJHB018118	18	5	2	10	1	4	12	0	1	1	14	12
CQUJHB008073	2	0	0	0	0	0	0	0	0	0	0	0
CQUJHB007803	0	0	0	1	0	0	0	0	0	0	0	0
CQUJHB002511	0	0	0	0	0	0	0	0	0	0	0	0
CQUJHB009462	0	0	0	0	0	0	6	0	0	0	0	0
CQUJHB015667	0	0	0	0	0	0	0	0	0	0	4	0
CQUJHB014641	17	21	3	7	12	17	1	0	1	0	8	3
CQUJHB003038	3	0	0	0	0	0	0	0	2	0	0	0
CQUJHB005122	1	12	0	3	0	16	0	0	0	7	8	1
CQUJHB015502	0	0	3	7	9	9	0	2	3	4	0	5
CQUJHB012760	10	1	3	5	7	14	0	0	0	9	0	1
CQUJHB001968	55	118	18	92	62	69	12	10	6	73	12	13
CQUJHB012016	10	32	8	14	0	9	4	5	2	5	13	5
CQUJHB011370	1	1	1	1	0	0	0	0	0	0	3	0
CQUJHB014023	0	0	0	1	1	0	1	0	2	0	0	1
CQUJHB012599	20	0	17	1	12	0	4	0	2	0	3	4
CQUJHB016339	2	0	0	0	0	0	0	0	3	0	0	0
CQUJHB014922	103464	167376	72513	115638	171270	99158	109487	140208	144112	88187	89864	140948
CQUJHB012101	74394	148987	53022	98805	111825	68333	82190	38377	49907	61570	91671	95735
CQUJHB000892	0	0	2	0	0	0	0	0	0	0	0	0
CQUJHB004292	18	39	17	33	34	19	16	30	11	34	22	49
CQUJHB015774	0	3	0	0	0	6	0	0	0	0	1	0
CQUJHB015855	0	0	0	0	0	0	0	0	0	0	0	0
CQUJHB016254	0	0	0	0	0	0	4	0	0	0	0	0
CQUJHB016529	0	0	0	0	0	0	0	0	0	0	0	0
CQUJHB011840	0	0	0	0	0	0	0	0	0	0	0	0
CQUJHB018470	0	0	0	0	0	0	0	0	0	0	0	0
CQUJHB007685	0	8	0	0	0	0	0	0	0	0	0	0
CQUJHB012218	0	0	0	0	0	0	0	0	0	0	2	0
CQUJHB016762	0	0	0	0	0	0	0	0	0	0	0	0
CQUJHB013074	0	0	2	0	0	0	6	0	0	0	0	0
CQUJHB001527	0	1	0	1	0	0	0	0	0	0	7	5
CQUJHB005322	0	0	0	9	10	1	0	5	0	3	0	0
CQUJHB014852	0	0	1	0	0	0	0	0	0	0	0	0
CQUJHB011995	0	9	0	0	0	0	1	2	0	1	0	0
CQUJHB015688	21	25	9	3	12	10	5	3	11	1	10	18
CQUJHB015165	0	8	0	0	0	0	0	0	0	0	0	0
CQUJHB007192	2	0	0	0	0	0	0	0	0	0	0	0
CQUJHB017767	668	657	450	737	616	564	715	355	369	570	660	465
CQUJHB003212	14	77	16	40	7	3	4	4	3	0	1	42
CQUJHB014608	1	26	11	0	0	2	5	0	1	10	2	2
CQUJHB014623	5	21	8	11	7	6	2	1	2	13	7	0
CQUJHB004037	0	0	0	0	0	0	0	0	0	1	6	0
CQUJHB006937	0	6	3	0	0	9	0	0	0	0	0	6
CQUJHB016093	0	0	0	0	0	0	0	0	0	0	2	0
CQUJHB016156	0	0	0	3	0	0	4	0	0	0	0	4
CQUJHB018255	1033	819	676	1014	913	623	801	385	517	519	847	952
CQUJHB004858	0	0	0	0	0	0	0	0	0	0	0	0
CQUJHB008257	0	0	0	0	0	0	14	0	0	0	0	1
CQUJHB011029	0	2	5	2	0	0	5	2	0	3	15	1
CQUJHB017055	10	6	0	0	9	1	12	0	0	0	6	0
CQUJHB015328	4	0	0	4	0	0	5	0	0	0	3	4
CQUJHB007200	4	7	5	0	0	0	12	0	1	10	0	6
CQUJHB013586	0	0	2	0	0	0	0	0	0	0	0	0
CQUJHB002674	8	4	5	1	0	6	0	0	0	0	2	2
CQUJHB000002	2	0	0	0	0	0	0	0	0	1	0	0
CQUJHB014707	746	1046	843	1243	1238	1060	1044	686	620	1287	904	867
CQUJHB007542	0	0	0	2	0	3	0	0	0	0	0	0
CQUJHB009380	0	1	0	0	0	1	0	0	0	0	0	0
CQUJHB017912	0	21	0	0	1	0	1	0	0	0	4	3
CQUJHB008177	8	0	13	18	23	19	9	7	3	13	2	1
CQUJHB015815	0	0	1	0	0	6	0	0	0	0	0	0
CQUJHB018468	0	0	0	0	0	0	0	0	1	0	0	0
CQUJHB010673	4	27	0	3	0	0	7	0	2	4	14	1
CQUJHB010837	4	4	0	2	0	2	4	0	0	0	8	7
CQUJHB005693	9	2	2	17	2	11	4	6	7	12	26	16
CQUJHB010251	15	7	1	7	0	7	12	2	1	0	0	5
CQUJHB014445	114	58	11	48	48	20	52	10	11	50	41	28
CQUJHB006069	0	4	2	3	11	10	12	4	6	0	1	0
CQUJHB009250	4	0	0	2	5	0	0	0	0	0	0	3
CQUJHB009520	36	40	0	25	8	19	57	0	0	16	57	12
CQUJHB012441	0	0	0	0	0	0	0	0	0	0	1	1
CQUJHB011296	0	0	1	0	0	0	0	1	0	0	0	0
CQUJHB002952	5163	4720	1907	3679	2878	2689	3072	1195	1378	3579	4562	2873
CQUJHB001953	9	13	1	16	11	4	27	0	2	0	4	3
CQUJHB013243	6	16	0	5	0	7	6	1	4	0	3	0
CQUJHB016001	7	0	0	0	0	0	0	1	0	0	0	0
CQUJHB008008	7	3	0	3	1	10	1	2	0	7	13	6
CQUJHB007065	0	0	0	0	0	0	1	0	1	0	0	1
CQUJHB010806	0	0	0	0	0	0	0	0	0	0	0	0
CQUJHB015121	0	0	0	0	0	0	0	0	0	3	0	0
CQUJHB017937	12	9	1	0	1	0	1	0	0	1	1	0
CQUJHB004369	0	3	0	0	0	0	0	0	0	0	0	2
CQUJHB004075	3	0	0	1	0	0	0	0	0	0	1	1
CQUJHB016523	1908	3341	2192	3793	3974	2850	2812	2149	2155	3033	2320	2125
CQUJHB009970	0	0	0	0	0	0	0	0	0	0	0	2
CQUJHB007745	0	0	0	0	0	0	0	0	0	0	0	0
CQUJHB008711	0	0	0	3	0	4	0	0	0	1	0	0
CQUJHB011281	0	0	0	0	0	0	0	0	0	0	0	0
CQUJHB008739	0	0	3	0	0	0	0	0	0	0	0	1
CQUJHB012765	0	0	0	0	0	0	0	0	0	0	0	0
CQUJHB012268	5	0	0	3	0	0	5	1	0	4	0	0
CQUJHB008210	0	0	2	1	1	0	0	0	0	2	0	0
CQUJHB000923	0	0	0	5	5	0	0	0	0	0	0	0
CQUJHB001571	3	21	0	13	11	18	5	0	0	2	5	5
CQUJHB009890	27	24	0	3	1	29	19	2	4	8	10	14
CQUJHB010506	1	0	2	0	3	0	0	0	0	3	0	0
CQUJHB003160	0	5	0	0	0	0	0	0	0	0	0	0
CQUJHB008277	0	0	0	0	0	0	0	0	0	0	0	0
CQUJHB015593	1	1	0	0	0	7	2	0	5	0	0	0
CQUJHB002704	12	1	2	6	0	31	0	4	0	7	5	0
CQUJHB013095	6	0	0	0	0	0	0	0	0	0	10	0
CQUJHB012427	3	17	3	2	5	0	0	0	0	0	2	7
CQUJHB003836	0	0	0	0	0	0	0	0	0	0	0	0
CQUJHB007654	0	0	0	0	0	10	2	0	0	0	0	0
CQUJHB001035	0	0	0	0	4	1	1	0	0	0	0	0
CQUJHB006130	11	2	1	0	0	0	2	0	0	0	7	0
CQUJHB005618	4	0	4	2	16	0	4	0	0	1	0	0
CQUJHB004683	0	0	2	0	0	0	0	0	0	0	0	0
CQUJHB000912	33	5	11	23	17	29	15	4	2	4	7	8
CQUJHB016846	0	0	0	0	0	0	0	0	0	0	3	0
CQUJHB005692	0	0	0	0	1	0	0	0	0	0	3	0
CQUJHB001096	0	0	0	0	0	0	0	0	0	0	0	0
CQUJHB013754	12	8	1	0	0	0	0	3	4	9	8	7
CQUJHB008654	5	0	0	0	0	0	0	0	0	0	2	0
CQUJHB007469	2	2	0	0	0	0	0	0	0	0	0	0
CQUJHB013807	0	0	0	0	0	0	0	0	0	0	0	0
CQUJHB002475	0	0	0	0	0	0	0	0	0	0	0	0
CQUJHB005731	0	1	0	0	0	0	0	0	0	0	2	0
CQUJHB010297	4	0	5	6	0	0	1	0	4	10	1	6
CQUJHB016881	0	0	0	0	0	0	0	0	0	0	0	0
CQUJHB014363	0	0	0	0	0	0	0	0	0	0	0	0
CQUJHB013197	0	0	0	0	0	0	0	0	0	0	0	0
CQUJHB004195	26398	32696	8787	18588	16920	14427	16325	4782	4246	11716	48504	24199
CQUJHB015506	0	0	0	1	0	0	0	0	0	0	0	0
CQUJHB005135	0	30	0	5	11	1	11	4	2	1	6	1
CQUJHB001225	1	0	0	2	0	0	0	0	0	0	0	2
CQUJHB009047	25	16	17	17	5	1	12	3	11	9	22	8
CQUJHB006988	0	0	0	0	0	0	0	0	0	0	0	0
CQUJHB016774	0	0	0	0	0	0	2	0	0	0	0	0
CQUJHB013952	0	0	0	0	18	0	3	0	0	0	0	0
CQUJHB000924	0	0	2	0	0	0	5	0	0	0	0	2
CQUJHB004942	0	0	0	0	0	0	0	0	0	0	0	0
CQUJHB002514	0	0	0	0	0	0	0	0	0	0	0	0
CQUJHB015420	0	0	0	0	0	0	0	0	0	0	0	0
CQUJHB008700	0	0	0	0	0	0	0	0	0	0	0	0
CQUJHB008155	25	3	40	33	23	51	32	28	15	13	17	20
CQUJHB000379	1	0	0	0	0	0	0	0	1	0	0	0
CQUJHB003946	0	13	0	0	0	7	0	0	0	0	0	0
CQUJHB015891	19	67	5	8	19	12	17	7	0	5	0	7
CQUJHB002023	5	2	6	1	5	3	16	0	0	0	0	2
CQUJHB012812	1	0	1	2	0	3	3	0	0	0	1	0
CQUJHB008363	0	0	0	0	0	0	0	0	0	0	0	0
CQUJHB001842	9	0	0	5	9	0	0	2	0	0	10	4
CQUJHB017526	8	0	1	5	0	0	2	0	0	0	0	2
CQUJHB016286	3	0	0	0	0	1	1	0	0	0	0	0
